Season,T1,T2,Label,IsWomens,RecencyWeight,AvgScore_diff,AvgAllowed_diff,AvgMargin_diff,FGM_diff,FGA_diff,FGM3_diff,FGA3_diff,FTM_diff,FTA_diff,OppFGM_diff,OppFGA_diff,AvgOR_diff,AvgDR_diff,AvgAst_diff,AvgTO_diff,AvgStl_diff,AvgBlk_diff,AvgPF_diff,AvgOffRtg_diff,AvgDefRtg_diff,AvgNetRtg_diff,WinRate_diff,FGPct_diff,FG3Pct_diff,FTPct_diff,OppFGPct_diff,AstTORatio_diff,FGM2_diff,FGA2_diff,FG2Pct_diff,LateWinRate_diff,LateAvgMargin_diff,LateAvgNetRtg_diff,SeedNum_diff,Rank_DUN_diff,Rank_KPI_diff,Rank_MOR_diff,Rank_POM_diff,Rank_RPI_diff,Rank_RTH_diff,Rank_SAG_diff,AvgMasseyRank_diff
2003,1411,1421,0,0,0.023803197027277366,1.5931034482758548,-7.614942528735639,8.042528735632184,0.3540229885057471,-1.526436781609199,-0.5494252873563212,0.5,1.434482758620689,7.135632183908047,-2.1264367816091934,-0.565517241379311,0.8908045977011483,1.6275862068965523,1.165517241379309,-0.9735632183908063,-0.6356321839080454,-0.7666666666666666,-0.8034482758620669,2.1731193090957106,-12.126677621166124,14.299796930261822,0.15172413793103445,0.01826181022922113,-0.03943253598426011,-0.14281521598766578,-0.03093754057914555,0.12791098282042923,0.9034482758620683,-2.026436781609199,0.04999939558779093,0.025974025974025983,1.4805194805194808,8.24226099232647,0.0,6.0,0.0,16.0,-5.0,31.0,6.0,6.0,9.999999999999972
2003,1112,1436,1,0,0.023803197027277366,17.42118226600985,7.112068965517238,10.23768472906404,5.493842364532021,9.85221674876847,1.7598522167487687,4.588669950738918,4.673645320197043,5.448275862068964,3.598522167487687,9.60960591133005,2.213054187192119,1.9187192118226584,3.4359605911330036,0.7167487684729075,1.6022167487684724,1.248768472906404,1.8534482758620694,8.197932529947408,-4.0628989881745525,12.260831518121947,0.23768472906403948,0.01696859903381648,0.009776569521831813,0.0435802469135802,-0.005765227250016991,0.18343279340721774,3.7339901477832527,5.263546798029552,0.02597060682722402,0.1071428571428571,4.732142857142858,5.880073406574796,-15.0,-101.0,0.0,-183.0,-141.0,-142.0,-180.0,-156.0,-150.5
2003,1113,1272,1,0,0.023803197027277366,1.448275862068968,3.3448275862068897,-2.0344827586206904,0.9310344827586228,-3.103448275862071,-3.0,-7.482758620689657,2.586206896551726,3.3103448275862064,1.5172413793103452,-2.2068965517241352,-0.3793103448275854,-2.655172413793103,-1.068965517241379,0.2068965517241388,-2.1724137931034484,-0.8275862068965516,0.6551724137931068,4.014809406584419,5.379157893747831,-1.364348487163408,-0.1724137931034483,0.0402507836990596,-0.030989031681024348,0.016122384273937973,0.043212474873462636,-0.09416256157635483,3.9310344827586228,4.379310344827587,0.04100656572784156,-0.4603174603174603,-12.222222222222221,-18.387648104711282,3.0,18.0,0.0,-1.0,12.0,6.0,16.0,8.0,9.833333333333336
2003,1141,1166,1,0,0.023803197027277366,0.10240334378264038,8.908045977011497,-7.926854754440962,-2.0762800417972826,-4.76489028213166,-1.1421107628004181,-2.553814002089865,5.397074190177637,5.142110762800417,2.466039707419018,2.5977011494252835,-0.2925809822361547,0.09404388714733258,-1.197492163009402,4.877742946708466,-1.290491118077325,-0.45454545454545414,3.6927899686520362,-4.049019374837684,8.600541129589217,-12.6495605044269,-0.08568443051201668,0.005763028254578362,-0.008284023668639007,0.07286386338673234,0.02321754550670213,-0.4021706981469335,-0.9341692789968654,-2.2110762800417945,0.008788706739526364,0.12222222222222223,4.255555555555555,7.7798442210239305,5.0,5.0,0.0,17.0,23.0,21.0,33.0,30.0,21.5
2003,1143,1301,1,0,0.023803197027277366,2.0827586206896456,1.7586206896551744,0.4241379310344833,3.0114942528735646,5.390804597701148,-1.552873563218391,-5.46551724137931,-2.387356321839082,-0.9494252873563198,1.9459770114942536,5.659770114942532,1.508045977011495,2.345977011494252,1.333333333333334,-0.02758620689655089,-1.214942528735632,-0.2735632183908048,-1.5632183908046002,-2.08110224637592,-2.5797206000401616,0.49861835366424057,0.12413793103448278,0.009398854961832126,0.022444144549407685,-0.08484593869775914,-0.009357303966119335,0.09608992152427942,4.564367816091952,10.856321839080458,-0.028742986162341055,0.0,1.075,1.4090027438351749,-1.0,39.0,0.0,12.0,-8.0,-20.0,-12.0,-6.0,0.8333333333333357
2003,1140,1163,0,0,0.023803197027277366,-7.581720430107524,-7.722580645161294,0.543010752688172,-5.501075268817207,-10.94193548387097,0.1268817204301076,0.4290322580645167,3.2935483870967754,2.0612903225806427,-3.8989247311827953,-14.108602150537628,-3.8956989247311835,-3.4806451612903224,-2.213978494623655,-2.0580645161290327,1.0021505376344084,-5.2172043010752684,3.0193548387096776,2.8037173904252626,-1.703955280295503,4.507672670720762,0.041935483870967794,-0.005964100727334332,-0.0024118895966029896,0.07879586054407406,0.02864414933237136,-0.012925655197004726,-5.627956989247316,-11.370967741935488,0.0031458277792587586,0.06666666666666665,-0.2333333333333334,5.5810318072187615,7.0,40.0,0.0,25.0,3.0,-9.0,6.0,5.0,11.666666666666668
2003,1161,1181,0,0,0.023803197027277366,-7.966666666666669,2.2666666666666657,-9.866666666666665,-0.9666666666666686,-8.233333333333334,-3.133333333333333,-9.033333333333335,-2.8999999999999986,-3.8000000000000007,0.7666666666666657,0.30000000000000426,-2.966666666666667,0.3666666666666636,1.666666666666666,2.0999999999999996,-3.166666666666667,-0.9000000000000004,-0.6999999999999993,-4.086007328366449,10.47469980777781,-14.560707136144265,-0.2333333333333334,0.053126690066913396,0.007125336914654612,-0.008476677716582559,0.011051997862452867,-0.02500441687442334,2.1666666666666643,0.7999999999999972,0.04350273754856937,-0.30000000000000004,-10.299999999999999,-14.547210935094892,11.0,31.0,0.0,75.0,79.0,63.0,77.0,79.0,67.33333333333333
2003,1153,1211,0,0,0.023803197027277366,-9.743087557603687,-6.693548387096769,-3.017281105990783,-3.1716589861751174,1.2269585253456228,-0.4827188940092162,0.4354838709677402,-2.9170506912442384,-3.1094470046082954,-2.653225806451612,-3.150921658986178,0.20737327188940036,-1.9297235023041495,-3.4562211981566815,-3.9412442396313363,-1.6278801843317972,0.7338709677419355,0.31912442396313523,-7.861699190367304,-2.6022787334698165,-5.259420456897493,-0.13479262672811065,-0.06613397906858853,-0.03314367527565493,-0.031320274717164476,-0.024750822109659842,0.07620924694095432,-2.6889400921659004,0.791474654377879,-0.0833844298649008,-0.3392857142857143,-5.642857142857143,-14.358873341323287,-1.0,-5.0,0.0,-15.0,-6.0,-14.0,-4.0,3.0,-6.833333333333336
2003,1228,1443,1,0,0.023803197027277366,2.3365591397849528,-5.019354838709681,6.758064516129032,1.3903225806451616,-0.1032258064516185,-0.2763440860215054,-0.8655913978494603,-0.1677419354838694,-1.9967741935483865,-3.956989247311828,-1.901075268817202,-2.4279569892473134,2.1419354838709666,4.073118279569892,-1.9946236559139798,-0.06451612903225801,-0.4483870967741934,0.681720430107525,4.01974122445786,-4.619710584716614,8.639451809174483,0.058064516129032295,0.02576694856537759,0.002030624144399862,0.06043357830187179,-0.057926848768908745,0.45117155938594145,1.6666666666666679,0.7623655913978382,0.03572896592127495,-0.19999999999999996,2.4250000000000007,2.3427936594905248,-9.0,-38.0,0.0,-54.0,-47.0,-40.0,-58.0,-49.0,-47.666666666666664
2003,1242,1429,1,0,0.023803197027277366,15.36666666666666,6.266666666666659,7.866666666666666,6.533333333333335,10.366666666666667,0.7666666666666666,2.0,1.5333333333333332,3.8999999999999986,2.6000000000000014,9.733333333333334,1.6666666666666679,4.533333333333331,2.833333333333334,2.666666666666668,5.066666666666666,2.9000000000000004,0.5999999999999979,1.6416076055499644,-8.3799530416494,10.021560647199356,0.03333333333333344,0.02893194894608403,0.00720505909185154,-0.05254079933009903,-0.026683200943494356,-0.013197276423507542,5.766666666666669,8.366666666666667,0.03389032822706384,0.0,2.1111111111111107,-0.10698797300051588,-13.0,-80.0,0.0,-126.0,-105.0,-73.0,-107.0,-97.0,-98.0
